result_id,record_type,source_file,formation,grade3_flag,bond_count,eiketsu_ids,eiketsu_names,bond_ids,bond_names,生命,気合,腕力,耐久力,器用さ,知力,魅力,土属性,水属性,火属性,風属性,stat_status,stat_note,calc_source,calc_formula,duplicate_key,calc_warning,calc_filled_at_step,総合値,total_score,top300_source_file
step101_new_eiketsu_魚鱗_7_006843,RULE103_RECALCULATED_RESULT,step101_new_eiketsu_generated_rows_7_9.csv,魚鱗,通常,5,山中鹿之介|後藤又兵衛|長野業正|柴田勝家(風雲)|井伊直虎|甲斐姫(鷹爪),山中鹿之介|後藤又兵衛|長野業正|柴田勝家(風雲)|井伊直虎|甲斐姫(鷹爪),猛将の絆|根性の絆|泰然自若|侍|意気衝天,猛将の絆|根性の絆|泰然自若|侍|意気衝天,8186,4702,250,353,77,71,129,157,167,192,153,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||5||山中鹿之介|後藤又兵衛|長野業正|柴田勝家(風雲)|井伊直虎|甲斐姫(鷹爪)||1-2-3:猛将の絆|1-2-3:根性の絆|1-2-3:泰然自若|3-4-5:侍|5-6-1:意気衝天,fallback_hero_stats:甲斐姫(鷹爪),step171_new_formula_rebuild,14437,14437,jinpo_result_db_5.csv
db79_14800_uorin,RULE103_RECALCULATED_RESULT,jinpo_result_db_7.csv,魚鱗,通常,5,武田晴信|丹羽長秀(風雲)|黒百合(納涼)|織田信長|細川藤孝(立役)|高台院,武田晴信|丹羽長秀(風雲)|黒百合(納涼)|織田信長|細川藤孝(立役)|高台院,雄材大略|摂理探究|健康第一|老練闊達|質実剛健,雄材大略|摂理探究|健康第一|老練闊達|質実剛健,7975,4198,143,213,0,445,92,329,352,344,317,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||5||武田晴信|丹羽長秀(風雲)|黒百合(納涼)|織田信長|細川藤孝(立役)|高台院||1-2-3:雄材大略|1-2-3:摂理探究|5-6-1:健康第一|5-6-1:老練闊達|5-6-1:質実剛健,,step171_new_formula_rebuild,14408,14408,jinpo_result_db_5.csv
db79_16795_uorin,RULE103_RECALCULATED_RESULT,jinpo_result_db_7.csv,魚鱗,通常,5,武田晴信|丹羽長秀(風雲)|黒百合(納涼)|明智光秀(十七)|細川藤孝(立役)|高台院,武田晴信|丹羽長秀(風雲)|黒百合(納涼)|明智光秀(十七)|細川藤孝(立役)|高台院,雄材大略|摂理探究|健康第一|老練闊達|質実剛健,雄材大略|摂理探究|健康第一|老練闊達|質実剛健,7980,4172,128,211,0,470,91,353,337,320,340,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||5||武田晴信|丹羽長秀(風雲)|黒百合(納涼)|明智光秀(十七)|細川藤孝(立役)|高台院||1-2-3:雄材大略|1-2-3:摂理探究|5-6-1:健康第一|5-6-1:老練闊達|5-6-1:質実剛健,,step171_new_formula_rebuild,14402,14402,jinpo_result_db_5.csv
step101_new_eiketsu_魚鱗_7_006844,RULE103_RECALCULATED_RESULT,step101_new_eiketsu_generated_rows_7_9.csv,魚鱗,通常,5,山中鹿之介|後藤又兵衛|長野業正|伊達政宗(新星)|井伊直虎|甲斐姫(鷹爪),山中鹿之介|後藤又兵衛|長野業正|伊達政宗(新星)|井伊直虎|甲斐姫(鷹爪),猛将の絆|根性の絆|泰然自若|侍|意気衝天,猛将の絆|根性の絆|泰然自若|侍|意気衝天,8154,4702,242,346,74,70,136,146,157,175,143,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||5||山中鹿之介|後藤又兵衛|長野業正|伊達政宗(新星)|井伊直虎|甲斐姫(鷹爪)||1-2-3:猛将の絆|1-2-3:根性の絆|1-2-3:泰然自若|3-4-5:侍|5-6-1:意気衝天,fallback_hero_stats:甲斐姫(鷹爪),step171_new_formula_rebuild,14345,14345,jinpo_result_db_5.csv
step101_new_eiketsu_魚鱗_7_006920,RULE103_RECALCULATED_RESULT,step101_new_eiketsu_generated_rows_7_9.csv,魚鱗,通常,5,山中鹿之介|毛利勝永|長野業正|真田幸村(新星)|井伊直虎|甲斐姫(鷹爪),山中鹿之介|毛利勝永|長野業正|真田幸村(新星)|井伊直虎|甲斐姫(鷹爪),侍|根性の絆|泰然自若|猛将の絆|意気衝天,侍|根性の絆|泰然自若|猛将の絆|意気衝天,8115,4624,257,346,74,76,139,152,164,181,154,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||5||山中鹿之介|毛利勝永|長野業正|真田幸村(新星)|井伊直虎|甲斐姫(鷹爪)||1-2-3:侍|1-2-3:根性の絆|1-2-3:泰然自若|3-4-5:猛将の絆|5-6-1:意気衝天,fallback_hero_stats:甲斐姫(鷹爪),step171_new_formula_rebuild,14282,14282,jinpo_result_db_5.csv
step101_new_eiketsu_魚鱗_7_006930,RULE103_RECALCULATED_RESULT,step101_new_eiketsu_generated_rows_7_9.csv,魚鱗,通常,5,山中鹿之介|毛利勝永|長野業正|渡辺守綱|井伊直虎|甲斐姫(鷹爪),山中鹿之介|毛利勝永|長野業正|渡辺守綱|井伊直虎|甲斐姫(鷹爪),侍|根性の絆|泰然自若|猛将の絆|意気衝天,侍|根性の絆|泰然自若|猛将の絆|意気衝天,8112,4599,250,335,78,77,139,161,173,189,160,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||5||山中鹿之介|毛利勝永|長野業正|渡辺守綱|井伊直虎|甲斐姫(鷹爪)||1-2-3:侍|1-2-3:根性の絆|1-2-3:泰然自若|3-4-5:猛将の絆|5-6-1:意気衝天,fallback_hero_stats:甲斐姫(鷹爪),step171_new_formula_rebuild,14273,14273,jinpo_result_db_5.csv
step101_new_eiketsu_魚鱗_7_006845,RULE103_RECALCULATED_RESULT,step101_new_eiketsu_generated_rows_7_9.csv,魚鱗,通常,5,山中鹿之介|後藤又兵衛|長野業正|真田幸村(新星)|井伊直虎|甲斐姫(鷹爪),山中鹿之介|後藤又兵衛|長野業正|真田幸村(新星)|井伊直虎|甲斐姫(鷹爪),猛将の絆|根性の絆|泰然自若|侍|意気衝天,猛将の絆|根性の絆|泰然自若|侍|意気衝天,8002,4683,245,344,74,70,134,145,158,173,145,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||5||山中鹿之介|後藤又兵衛|長野業正|真田幸村(新星)|井伊直虎|甲斐姫(鷹爪)||1-2-3:猛将の絆|1-2-3:根性の絆|1-2-3:泰然自若|3-4-5:侍|5-6-1:意気衝天,fallback_hero_stats:甲斐姫(鷹爪),step171_new_formula_rebuild,14173,14173,jinpo_result_db_5.csv
step101_new_eiketsu_魚鱗_7_006941,RULE103_RECALCULATED_RESULT,step101_new_eiketsu_generated_rows_7_9.csv,魚鱗,通常,5,山中鹿之介|毛利勝永|長野業正|立花宗茂|井伊直虎|甲斐姫(鷹爪),山中鹿之介|毛利勝永|長野業正|立花宗茂|井伊直虎|甲斐姫(鷹爪),侍|根性の絆|泰然自若|猛将の絆|意気衝天,侍|根性の絆|泰然自若|猛将の絆|意気衝天,8073,4558,254,342,74,77,133,154,165,181,155,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||5||山中鹿之介|毛利勝永|長野業正|立花宗茂|井伊直虎|甲斐姫(鷹爪)||1-2-3:侍|1-2-3:根性の絆|1-2-3:泰然自若|3-4-5:猛将の絆|5-6-1:意気衝天,fallback_hero_stats:甲斐姫(鷹爪),step171_new_formula_rebuild,14166,14166,jinpo_result_db_5.csv
step101_new_eiketsu_魚鱗_7_006846,RULE103_RECALCULATED_RESULT,step101_new_eiketsu_generated_rows_7_9.csv,魚鱗,通常,5,山中鹿之介|後藤又兵衛|長野業正|渡辺守綱|井伊直虎|甲斐姫(鷹爪),山中鹿之介|後藤又兵衛|長野業正|渡辺守綱|井伊直虎|甲斐姫(鷹爪),猛将の絆|根性の絆|泰然自若|侍|意気衝天,猛将の絆|根性の絆|泰然自若|侍|意気衝天,7999,4659,238,335,77,70,133,154,166,182,151,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||5||山中鹿之介|後藤又兵衛|長野業正|渡辺守綱|井伊直虎|甲斐姫(鷹爪)||1-2-3:猛将の絆|1-2-3:根性の絆|1-2-3:泰然自若|3-4-5:侍|5-6-1:意気衝天,fallback_hero_stats:甲斐姫(鷹爪),step171_new_formula_rebuild,14164,14164,jinpo_result_db_5.csv
step101_new_eiketsu_魚鱗_7_006848,RULE103_RECALCULATED_RESULT,step101_new_eiketsu_generated_rows_7_9.csv,魚鱗,通常,5,山中鹿之介|後藤又兵衛|長野業正|立花宗茂|井伊直虎|甲斐姫(鷹爪),山中鹿之介|後藤又兵衛|長野業正|立花宗茂|井伊直虎|甲斐姫(鷹爪),猛将の絆|根性の絆|泰然自若|侍|意気衝天,猛将の絆|根性の絆|泰然自若|侍|意気衝天,7960,4618,242,339,73,70,128,146,158,175,148,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||5||山中鹿之介|後藤又兵衛|長野業正|立花宗茂|井伊直虎|甲斐姫(鷹爪)||1-2-3:猛将の絆|1-2-3:根性の絆|1-2-3:泰然自若|3-4-5:侍|5-6-1:意気衝天,fallback_hero_stats:甲斐姫(鷹爪),step171_new_formula_rebuild,14057,14057,jinpo_result_db_5.csv
step101_new_eiketsu_魚鱗_7_007032,RULE103_RECALCULATED_RESULT,step101_new_eiketsu_generated_rows_7_9.csv,魚鱗,通常,5,山中鹿之介|毛利勝永|長野業正|色部勝長|井伊直虎|甲斐姫(鷹爪),山中鹿之介|毛利勝永|長野業正|色部勝長|井伊直虎|甲斐姫(鷹爪),侍|根性の絆|泰然自若|猛将の絆|意気衝天,侍|根性の絆|泰然自若|猛将の絆|意気衝天,7820,4438,248,335,71,75,129,149,160,177,151,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||5||山中鹿之介|毛利勝永|長野業正|色部勝長|井伊直虎|甲斐姫(鷹爪)||1-2-3:侍|1-2-3:根性の絆|1-2-3:泰然自若|3-4-5:猛将の絆|5-6-1:意気衝天,fallback_hero_stats:甲斐姫(鷹爪),step171_new_formula_rebuild,13753,13753,jinpo_result_db_5.csv
step101_new_eiketsu_魚鱗_7_007035,RULE103_RECALCULATED_RESULT,step101_new_eiketsu_generated_rows_7_9.csv,魚鱗,通常,5,山中鹿之介|毛利勝永|長野業正|井伊直政|井伊直虎|甲斐姫(鷹爪),山中鹿之介|毛利勝永|長野業正|井伊直政|井伊直虎|甲斐姫(鷹爪),侍|根性の絆|泰然自若|猛将の絆|意気衝天,侍|根性の絆|泰然自若|猛将の絆|意気衝天,7820,4438,245,335,72,75,129,149,160,179,148,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||5||山中鹿之介|毛利勝永|長野業正|井伊直政|井伊直虎|甲斐姫(鷹爪)||1-2-3:侍|1-2-3:根性の絆|1-2-3:泰然自若|3-4-5:猛将の絆|5-6-1:意気衝天,fallback_hero_stats:甲斐姫(鷹爪),step171_new_formula_rebuild,13750,13750,jinpo_result_db_5.csv
step101_new_eiketsu_魚鱗_7_007038,RULE103_RECALCULATED_RESULT,step101_new_eiketsu_generated_rows_7_9.csv,魚鱗,通常,5,山中鹿之介|毛利勝永|長野業正|本多忠勝|井伊直虎|甲斐姫(鷹爪),山中鹿之介|毛利勝永|長野業正|本多忠勝|井伊直虎|甲斐姫(鷹爪),侍|根性の絆|泰然自若|猛将の絆|意気衝天,侍|根性の絆|泰然自若|猛将の絆|意気衝天,7820,4438,242,325,72,75,130,149,160,177,151,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||5||山中鹿之介|毛利勝永|長野業正|本多忠勝|井伊直虎|甲斐姫(鷹爪)||1-2-3:侍|1-2-3:根性の絆|1-2-3:泰然自若|3-4-5:猛将の絆|5-6-1:意気衝天,fallback_hero_stats:甲斐姫(鷹爪),step171_new_formula_rebuild,13739,13739,jinpo_result_db_5.csv
step101_new_eiketsu_魚鱗_7_006853,RULE103_RECALCULATED_RESULT,step101_new_eiketsu_generated_rows_7_9.csv,魚鱗,通常,5,山中鹿之介|後藤又兵衛|長野業正|色部勝長|井伊直虎|甲斐姫(鷹爪),山中鹿之介|後藤又兵衛|長野業正|色部勝長|井伊直虎|甲斐姫(鷹爪),猛将の絆|根性の絆|泰然自若|侍|意気衝天,猛将の絆|根性の絆|泰然自若|侍|意気衝天,7707,4499,236,332,70,68,125,142,154,169,142,ステータス計算済み,陣法説明(6).xlsx準拠。配置6人の合計×発動因縁倍率を因縁ごとにfloor後合算し、最後に陣形倍率を適用。,NEW_FORMULA_REBUILD_20260603_XLSX6,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||5||山中鹿之介|後藤又兵衛|長野業正|色部勝長|井伊直虎|甲斐姫(鷹爪)||1-2-3:猛将の絆|1-2-3:根性の絆|1-2-3:泰然自若|3-4-5:侍|5-6-1:意気衝天,fallback_hero_stats:甲斐姫(鷹爪),step171_new_formula_rebuild,13644,13644,jinpo_result_db_5.csv
